#Country=France
#Region=WESTERN EUROPE
#Population=60876136
#Area (sq. mi.)=547030
#Pop. Density (per sq. mi.)=111,3
#Coastline (coast/area ratio)=0,63
#Net migration=0,66
#Infant mortality (per 1000 births)=4,26
#GDP ($ per capita)=27600
#Literacy (%)=99,0
#Phones (per 1000)=586,4
#Arable (%)=33,53
#Crops (%)=2,07
#Other (%)=64,4
#Climate=4
#Birthrate=11,99
#Deathrate=9,14
#Agriculture=0,022
#Industry=0,214
#Service=0,764
indicator	year	value
Labor force with secondary education (% of total)	2000	44.0999984741211
Labor force with secondary education, female (% of female labor force)	2000	41.5999984741211
Labor force with secondary education, male (% of male labor force)	2000	46.2999992370605
Labor force with tertiary education (% of total)	2000	24.0
Labor force with tertiary education, female (% of female labor force)	2000	26.5
Labor force with tertiary education, male (% of male labor force)	2000	22.0
Labor force, female (% of total labor force)	2000	45.1761193462409
Labor force, total	2000	27355030.0
Land area (sq. km)	2000	547566.0
Land area where elevation is below 5 meters (% of total land area)	2000	2.067913
Land under cereal production (hectares)	2000	9074804.0
Lending interest rate (%)	2000	6.7
Life expectancy at birth, female (years)	2000	83.0
Life expectancy at birth, male (years)	2000	75.3
Life expectancy at birth, total (years)	2000	79.05609756097559
Lifetime risk of maternal death (%)	2000	0.0214592850054778
Lifetime risk of maternal death (1 in: rate varies by country)	2000	4700.0
Listed domestic companies, total	2000	1185.0
Livestock production index (2004-2006 = 100)	2000	104.72
Long-term unemployment (% of total unemployment)	2000	39.7000007629395
Long-term unemployment, female (% of female unemployment)	2000	40.7999992370605
Long-term unemployment, male (% of male unemployment)	2000	38.4000015258789
Machinery and transport equipment (% of value added in manufacturing)	2000	26.318164097857498
Manufactures exports (% of merchandise exports)	2000	80.91834228305059
Manufactures imports (% of merchandise imports)	2000	77.1686241837864
Manufacturing, value added (% of GDP)	2000	15.73403727817
Manufacturing, value added (annual % growth)	2000	4.914994806756679
Manufacturing, value added (constant 2005 US$)	2000	244512640983.849
Manufacturing, value added (constant LCU)	2000	191921000000.0
Manufacturing, value added (current LCU)	2000	209744000000.0
Manufacturing, value added (current US$)	2000	193241201400.405
Marine protected areas (% of territorial waters)	2000	21.598398946571898
Market capitalization of listed domestic companies (% of GDP)	2000	105.714232977918
Market capitalization of listed domestic companies (current US$)	2000	1446634120000.0
Maternal mortality ratio (modeled estimate, per 100,000 live births)	2000	12.0
Merchandise exports (current US$)	2000	327610932147.0
Merchandise exports by the reporting economy (current US$)	2000	323504000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	2000	1.57122026311885
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	2000	1.9237048073594099
Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	2000	1.77561136802018
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	2000	1.7411936792126204
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	2000	3.6984833263267203
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	2000	0.65151005860824
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	2000	2.67527233048123
Merchandise exports to developing economies outside region (% of total merchandise exports)	2000	12.4657755700084
Merchandise exports to economies in the Arab World (% of total merchandise exports)	2000	4.93951005242594
Merchandise exports to high-income economies (% of total merchandise exports)	2000	85.96300416687279
Merchandise imports (current US$)	2000	338939622173.0
Merchandise imports by the reporting economy (current US$)	2000	331840000000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	2000	0.8859352398746378
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	2000	3.63793554122469
Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	2000	1.27129411764706
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	2000	1.15151582087753
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	2000	3.1761278025554502
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	2000	0.699760908871745
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	2000	1.6499483787367402
Merchandise imports from developing economies outside region (% of total merchandise imports)	2000	11.5865825699132
Merchandise imports from economies in the Arab World (% of total merchandise imports)	2000	4.22212198649952
Merchandise imports from high-income economies (% of total merchandise imports)	2000	87.5274821902121
Merchandise trade (% of GDP)	2000	48.7088473973949
Methane emissions (kt of CO2 equivalent)	2000	85588.4
Methane emissions in energy sector (thousand metric tons of CO2 equivalent)	2000	34162.3
Military expenditure (% of central government expenditure)	2000	5.718577195806191
Military expenditure (% of GDP)	2000	2.47101096543937
Military expenditure (current LCU)	2000	36702000000.0
Mineral rents (% of GDP)	2000	0.0
Mobile cellular subscriptions	2000	29052360.0
Mobile cellular subscriptions (per 100 people)	2000	49.064078662598604
Mortality rate, adult, female (per 1,000 female adults)	2000	60.836
Mortality rate, adult, male (per 1,000 male adults)	2000	138.397
Mortality rate, infant (per 1,000 live births)	2000	4.4
Mortality rate, infant, female (per 1,000 live births)	2000	3.9
Mortality rate, infant, male (per 1,000 live births)	2000	5.0
Mortality rate, neonatal (per 1,000 live births)	2000	2.8
Mortality rate, under-5 (per 1,000)	2000	5.4
Mortality rate, under-5, female (per 1,000 live births)	2000	4.7
Mortality rate, under-5, male (per 1,000 live births)	2000	6.0
Natural gas rents (% of GDP)	2000	0.0149215103647511
Net barter terms of trade index (2000 = 100)	2000	100.0
Net current transfers from abroad (constant LCU)	2000	22541882205.3194
Net current transfers from abroad (current LCU)	2000	-23458000000.0
Net current transfers from abroad (current US$)	2000	-21612308826.2392
Net enrolment rate, primary, both sexes (%)	2000	99.0114974975585
Net enrolment rate, primary, female (%)	2000	99.12097930908199
Net enrolment rate, primary, male (%)	2000	98.9070587158203
Net enrolment rate, secondary, both sexes (%)	2000	90.6757125854492
Net enrolment rate, secondary, female (%)	2000	91.57299041748051
Net enrolment rate, secondary, male (%)	2000	89.8179168701172
Net income from abroad (constant LCU)	2000	30609800000.0
Net income from abroad (current LCU)	2000	27795000000.0
Net income from abroad (current US$)	2000	25608070757.3245
Net secondary income (BoP, current US$)	2000	-13771399512.3299
Net taxes on products (constant LCU)	2000	179801000000.0
Net taxes on products (current LCU)	2000	152244000000.0
Net taxes on products (current US$)	2000	140265339966.833
Nitrous oxide emissions (thousand metric tons of CO2 equivalent)	2000	52074.4
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)	2000	3963.0
Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions)	2000	26.724839844530102
Number of infant deaths	2000	3364.0
Number of maternal deaths	2000	89.0
Number of neonatal deaths	2000	2140.0
Number of under-five deaths	2000	4096.0
Official entrance age to lower secondary education (years)	2000	11.0
Official entrance age to primary education (years)	2000	6.0
Oil rents (% of GDP)	2000	0.0173886350943347
Ores and metals exports (% of merchandise exports)	2000	1.9312094448506298
Ores and metals imports (% of merchandise imports)	2000	2.98302149578791
Other expense (% of expense)	2000	1.4097783899420901
Other expense (current LCU)	2000	9048000000.0
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)	2000	12971.2
Other manufacturing (% of value added in manufacturing)	2000	44.6965835940487
Other taxes (% of revenue)	2000	3.0288128538529904
Other taxes (current LCU)	2000	18847000000.0
Out-of-pocket health expenditure (% of private expenditure on health)	2000	34.4395534
Out-of-pocket health expenditure (% of total expenditure on health)	2000	7.09980215
Out-of-school children of primary school age, both sexes (number)	2000	13957.0
Out-of-school children of primary school age, female (number)	2000	3514.0
Out-of-school children of primary school age, male (number)	2000	10443.0
Part time employment, female (% of total female employment)	2000	31.0
Part time employment, female (% of total part time employment)	2000	82.5
Part time employment, male (% of total male employment)	2000	5.400000095367429
Part time employment, total (% of total employment)	2000	16.8999996185303
Patent applications, nonresidents	2000	3483.0
Patent applications, residents	2000	13870.0
Percentage of enrolment in primary education in private institutions (%)	2000	14.5563201904297
Percentage of enrolment in secondary education in private institutions (%)	2000	25.0311794281006
Percentage of repeaters in primary education, all grades, both sexes (%)	2000	4.16499996185303
Percentage of repeaters in secondary general education, all grades, both sexes (%)	2000	8.90454959869385
Percentage of students in primary education who are female (%)	2000	48.5790405273438
Percentage of students in secondary education who are female (%)	2000	48.9283981323242
Percentage of students in secondary general education who are female (%)	2000	50.5407485961914
Percentage of students in secondary vocational education who are female (%)	2000	44.192420959472706
Percentage of teachers in primary education who are female (%)	2000	79.8408432006835
Percentage of teachers in secondary education who are female (%)	2000	55.2048683166504
Permanent cropland (% of land area)	2000	2.08321919184171
Personal remittances, paid (current US$)	2000	3769033203.0
Personal remittances, received (% of GDP)	2000	0.629200048183946
Personal remittances, received (current US$)	2000	8610214844.0
PFC gas emissions (thousand metric tons of CO2 equivalent)	2000	1136.3
Physicians (per 1,000 people)	2000	3.3
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)	2000	17.8426569386121
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)	2000	99.68294606134408
Population ages 65 and above (% of total)	2000	16.102326321826002
Population density (people per sq. km of land area)	2000	111.24229407961799
Population growth (annual %)	2000	0.684930929367001
Population in largest city	2000	9736538.0
Population in the largest city (% of urban population)	2000	21.0679533564495
Population in urban agglomerations of more than 1 million	2000	13655230.0
Population in urban agglomerations of more than 1 million (% of total population)	2000	22.417780337953
Population living in areas where elevation is below 5 meters (% of total population)	2000	4.037874
Population, ages 0-14 (% of total)	2000	18.7907195396017
Population, ages 15-64 (% of total)	2000	65.10695413857229
Population, female (% of total)	2000	51.087621044426406
Population, total	2000	60912498.0
Portfolio equity, net inflows (BoP, current US$)	2000	49973219085.5653
PPP conversion factor, GDP (LCU per international $)	2000	0.938608
PPP conversion factor, private consumption (LCU per international $)	2000	0.946526
Prevalence of anemia among children (% of children under 5)	2000	11.6
Prevalence of anemia among non-pregnant women (% of women ages 15-49)	2000	15.0
Prevalence of anemia among pregnant women (%)	2000	24.7
Price level ratio of PPP conversion factor (GDP) to market exchange rate	2000	0.8647576930164
Primary completion rate, both sexes (%)	2000	97.3339462280273
Proportion of seats held by women in national parliaments (%)	2000	10.9
Pump price for diesel fuel (US$ per liter)	2000	0.82
Pump price for gasoline (US$ per liter)	2000	0.99
Pupil-teacher ratio in primary education (headcount basis)	2000	18.7464294433594
Pupil-teacher ratio in secondary education (headcount basis)	2000	11.7982597351074
Rail lines (total route-km)	2000	32515.0
Railways, goods transported (million ton-km)	2000	55448.0
Railways, passengers carried (million passenger-km)	2000	69860.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate)	2000	76.9475363302904
Ratio of female to male labor force participation rate (%) (national estimate)	2000	77.93650551447791
Real effective exchange rate index (2010 = 100)	2000	93.8083333333334
Real interest rate (%)	2000	5.078235552279059
Refugee population by country or territory of asylum	2000	132508.0
Refugee population by country or territory of origin	2000	78.0
Renewable electricity output (% of total electricity output)	2000	13.0958333644295
Renewable energy consumption (% of total final energy consumption)	2000	9.244493849034539
Research and development expenditure (% of GDP)	2000	2.08399
Researchers in R&D (per million people)	2000	2897.42654
Revenue, excluding grants (% of GDP)	2000	41.8942801569781
Revenue, excluding grants (current LCU)	2000	622257000000.0
Risk premium on lending (lending rate minus treasury bill rate, %)	2000	2.459475
Rural population	2000	14697577.0
Rural population (% of total population)	2000	24.129
Rural population growth (annual %)	2000	-0.374543235468484
S&P Global Equity Indices (annual % change)	2000	-6.9067477552572205
Scientific and technical journal articles	2000	31427.1
Self-employed, female (% of females employed)	2000	8.300000190734862
Self-employed, male (% of males employed)	2000	14.0
Self-employed, total (% of total employed)	2000	11.3999996185303
Services, etc., value added (% of GDP)	2000	74.3157654687452
Services, etc., value added (annual % growth)	2000	3.58617658612823
Services, etc., value added (constant 2005 US$)	2000	1394891022826.47
Services, etc., value added (constant LCU)	2000	1220876000000.0
Services, etc., value added (current LCU)	2000	990673000000.0
Services, etc., value added (current US$)	2000	912726183895.338
SF6 gas emissions (thousand metric tons of CO2 equivalent)	2000	2428.5
Share of tariff lines with international peaks, all products (%)	2000	4.633366
Share of tariff lines with international peaks, manufactured products (%)	2000	0.2780763
Share of tariff lines with international peaks, primary products (%)	2000	16.18995
Share of tariff lines with specific rates, all products (%)	2000	7.30077
Share of tariff lines with specific rates, manufactured products (%)	2000	0.2217989
Share of tariff lines with specific rates, primary products (%)	2000	26.08306
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)	2000	46.8
Smoking prevalence, females (% of adults)	2000	27.8
Smoking prevalence, males (% of adults)	2000	37.7
Social contributions (% of revenue)	2000	41.3631345248025
Social contributions (current LCU)	2000	257385000000.0
Stocks traded, total value (% of GDP)	2000	79.717811843644
Stocks traded, total value (current US$)	2000	1090889120000.0
Stocks traded, turnover ratio of domestic shares (%)	2000	73.9689673931213
Subsidies and other transfers (% of expense)	2000	50.69889046950539
Subsidies and other transfers (current LCU)	2000	325387000000.0
Surface area (sq. km)	2000	549086.0
Survival to age 65, female (% of cohort)	2000	90.69773
Survival to age 65, male (% of cohort)	2000	79.52697
Tariff rate, applied, simple mean, all products (%)	2000	2.97
Tariff rate, applied, simple mean, manufactured products (%)	2000	2.21
Tariff rate, applied, simple mean, primary products (%)	2000	6.74
Tariff rate, applied, weighted mean, all products (%)	2000	2.14
Tariff rate, applied, weighted mean, manufactured products (%)	2000	2.01
Tariff rate, applied, weighted mean, primary products (%)	2000	2.52
Tariff rate, most favored nation, simple mean, all products (%)	2000	5.72
Tariff rate, most favored nation, simple mean, manufactured products (%)	2000	4.44
Tariff rate, most favored nation, simple mean, primary products (%)	2000	10.23
Tariff rate, most favored nation, weighted mean, all products (%)	2000	3.23
Tariff rate, most favored nation, weighted mean, manufactured products (%)	2000	3.09
Tariff rate, most favored nation, weighted mean, primary products (%)	2000	3.63
Tax revenue (% of GDP)	2000	22.4761546970551
Tax revenue (current LCU)	2000	333839000000.0
Taxes on goods and services (% of revenue)	2000	24.780436379180998
Taxes on goods and services (% value added of industry and services)	2000	11.8447654982548
Taxes on goods and services (current LCU)	2000	154198000000.0
Taxes on income, profits and capital gains (% of revenue)	2000	25.8373951598777
Taxes on income, profits and capital gains (% of total taxes)	2000	48.1594421262944
Taxes on income, profits and capital gains (current LCU)	2000	160775000000.0
Taxes on international trade (% of revenue)	2000	0.0030534007652786603
Taxes on international trade (current LCU)	2000	19000000.0
Teachers in primary education, both sexes (number)	2000	207216.0
Teachers in secondary education, both sexes (number)	2000	502510.0
Teachers in secondary education, female (number)	2000	277410.0
Terms of trade adjustment (constant LCU)	2000	594006186.8021849
Terrestrial and marine protected areas (% of total territorial area)	2000	17.4407106287445
Terrestrial protected areas (% of total land area)	2000	16.888630030934998
Textiles and clothing (% of value added in manufacturing)	2000	4.3002215485188
Theoretical duration of primary education (years)	2000	5.0
Theoretical duration of secondary education (years)	2000	7.0
Total natural resources rents (% of GDP)	2000	0.17142679593027696
Total reserves (includes gold, current US$)	2000	63728088171.0179
Total reserves minus gold (current US$)	2000	37039197921.0179
Trade (% of GDP)	2000	55.259364587562295
Trademark applications, direct nonresident	2000	21942.0
Trademark applications, direct resident	2000	89850.0
Trademark applications, total	2000	111792.0
Tuberculosis case detection rate (%, all forms)	2000	82.0
Unemployment with primary education (% of total unemployment)	2000	47.7000007629395
Unemployment with primary education, female (% of female unemployment)	2000	46.0999984741211
Unemployment with primary education, male (% of male unemployment)	2000	49.5999984741211
Unemployment with secondary education (% of total unemployment)	2000	39.2999992370605
Unemployment with secondary education, female (% of female unemployment)	2000	40.5
Unemployment with secondary education, male (% of male unemployment)	2000	37.7999992370605
Unemployment with tertiary education (% of total unemployment)	2000	13.0
Unemployment with tertiary education, female (% of female unemployment)	2000	13.3999996185303
Unemployment with tertiary education, male (% of male unemployment)	2000	12.6000003814697
Unemployment, female (% of female labor force)	2000	12.1999998092651
Unemployment, female (% of female labor force) (national estimate)	2000	12.1999998092651
Unemployment, male (% of male labor force)	2000	8.60000038146973
Unemployment, male (% of male labor force) (national estimate)	2000	8.60000038146973
Unemployment, total (% of total labor force)	2000	10.1999998092651
Unemployment, total (% of total labor force) (national estimate)	2000	10.1999998092651
Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)	2000	22.5
Unemployment, youth female (% of female labor force ages 15-24) (national estimate)	2000	22.600000381469698
Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)	2000	18.8999996185303
Unemployment, youth male (% of male labor force ages 15-24) (national estimate)	2000	19.0
Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)	2000	20.5
Unemployment, youth total (% of total labor force ages 15-24) (national estimate)	2000	20.6000003814697
Urban population	2000	46214921.0
Urban population (% of total)	2000	75.871
Urban population growth (annual %)	2000	1.0242381784728198
Vulnerable employment, female (% of female employment)	2000	6.199999809265139
Vulnerable employment, male (% of male employment)	2000	7.800000190734861
Vulnerable employment, total (% of total employment)	2000	7.099999904632571
Wage and salaried workers, female (% of females employed)	2000	91.6999969482422
Wage and salaried workers, total (% of total employed)	2000	88.599998474121
Wage and salary workers, male (% of males employed)	2000	86.0
Wholesale price index (2010 = 100)	2000	86.61380597014922
Adjusted net enrolment rate, primary, both sexes (%)	2001	99.12969970703129
Adjusted net enrolment rate, primary, female (%)	2001	99.3297576904297
Adjusted net enrolment rate, primary, male (%)	2001	98.9390716552734
Adjusted net national income (annual % growth)	2001	1.67953731254123
Adjusted net national income (constant 2005 US$)	2001	1791267091899.52
Adjusted net national income (current US$)	2001	1193279745198.03
Adjusted net national income per capita (annual % growth)	2001	0.942208828643615
Adjusted net national income per capita (constant 2005 US$)	2001	29193.9714995485
Adjusted net national income per capita (current US$)	2001	19448.0069610155
Adjusted net savings, excluding particulate emission damage (% of GNI)	2001	13.372481842346499
Adjusted net savings, excluding particulate emission damage (current US$)	2001	188161517507.29
Adjusted savings: carbon dioxide damage (% of GNI)	2001	0.19091364319989898
Adjusted savings: carbon dioxide damage (current US$)	2001	2686307690.7371397
Adjusted savings: consumption of fixed capital (% of GNI)	2001	15.172206831851199
Adjusted savings: consumption of fixed capital (current US$)	2001	213485087889.612
Adjusted savings: education expenditure (% of GNI)	2001	5.1
Adjusted savings: education expenditure (current US$)	2001	71761080000.0
Adjusted savings: energy depletion (% of GNI)	2001	0.0223986491429902
Adjusted savings: energy depletion (current US$)	2001	315166912.36118704
Adjusted savings: gross savings (% of GNI)	2001	23.65794626
Adjusted savings: mineral depletion (% of GNI)	2001	0.0
Adjusted savings: mineral depletion (current US$)	2001	0.0
Adjusted savings: natural resources depletion (% of GNI)	2001	0.0223986491429902
Adjusted savings: net forest depletion (% of GNI)	2001	0.0
Adjusted savings: net forest depletion (current US$)	2001	0.0
Adjusted savings: net national savings (% of GNI)	2001	8.48579413468943
Adjusted savings: net national savings (current US$)	2001	119401912110.388
Adolescent fertility rate (births per 1,000 women ages 15-19)	2001	10.5784
Age dependency ratio (% of working-age population)	2001	53.7768355071344
Age dependency ratio, old (% of working-age population)	2001	24.9648724516111
Age dependency ratio, young (% of working-age population)	2001	28.8119630555233
Agricultural land (% of land area)	2001	54.3815722670874
Agricultural land (sq. km)	2001	297775.0
Agricultural machinery, tractors	2001	1264000.0
Agricultural machinery, tractors per 100 sq. km of arable land	2001	685.206266601615
Agricultural raw materials exports (% of merchandise exports)	2001	1.01803979958841
Agricultural raw materials imports (% of merchandise imports)	2001	1.7096435330128703
Agriculture value added per worker (constant 2005 US$)	2001	43048.1248481095
Agriculture, value added (% of GDP)	2001	2.3447888985181002
Agriculture, value added (annual % growth)	2001	-2.9790739825341896
Agriculture, value added (constant 2005 US$)	2001	36246521122.1082
Agriculture, value added (constant LCU)	2001	29441000000.0
Agriculture, value added (current LCU)	2001	32603000000.0
Agriculture, value added (current US$)	2001	29174944071.5884
Air transport, freight (million ton-km)	2001	4825.202
Air transport, passengers carried	2001	50476541.0
Air transport, registered carrier departures worldwide	2001	777756.0
All education staff compensation, primary (% of total expenditure in primary public institutions)	2001	74.5355606079102
All education staff compensation, secondary (% of total expenditure in secondary public institutions)	2001	74.5263366699219
All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)	2001	65.6388092041016
All education staff compensation, total (% of total expenditure in public institutions)	2001	73.4523086547852
Alternative and nuclear energy (% of total energy use)	2001	44.65349036733849
Arable land (% of land area)	2001	33.5050021367287
Arable land (hectares per person)	2001	0.299005347860799
Arable land (hectares)	2001	18346200.0
Armed forces personnel (% of total labor force)	2001	1.36523983424151
Armed forces personnel, total	2001	374400.0
Arms exports (SIPRI trend indicator values)	2001	1455000000.0
Arms imports (SIPRI trend indicator values)	2001	66000000.0
Bank capital to assets ratio (%)	2001	4.9
Bank nonperforming loans to total gross loans (%)	2001	4.1
Binding coverage, all products (%)	2001	100.0
Binding coverage, manufactured products (%)	2001	100.0
Binding coverage, primary products (%)	2001	100.0
Birth rate, crude (per 1,000 people)	2001	13.1
Bound rate, simple mean, all products (%)	2001	5.05
Bound rate, simple mean, manufactured products (%)	2001	4.08
Bound rate, simple mean, primary products (%)	2001	8.54
Cash surplus/deficit (% of GDP)	2001	-1.67729597204248
Cash surplus/deficit (current LCU)	2001	-25908000000.0
Central government debt, total (% of GDP)	2001	59.3659059877809
Central government debt, total (current LCU)	2001	916983000000.0
Cereal production (metric tons)	2001	60236638.0
Cereal yield (kg per hectare)	2001	6739.129
Changes in inventories (constant LCU)	2001	10021000000.0
Changes in inventories (current LCU)	2001	10021000000.0
Changes in inventories (current US$)	2001	8967337807.60626
Chemicals (% of value added in manufacturing)	2001	11.947545478057899
CO2 emissions (kg per 2005 US$ of GDP)	2001	0.18415828502493803
CO2 emissions (kg per 2011 PPP $ of GDP)	2001	0.176498830535386
CO2 emissions (kg per PPP $ of GDP)	2001	0.22654379508479897
CO2 emissions (kt)	2001	381155.314
CO2 emissions (metric tons per capita)	2001	6.21204812176703
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	2001	16.3634476136098
CO2 emissions from gaseous fuel consumption (% of total)	2001	22.562582978969
CO2 emissions from gaseous fuel consumption (kt)	2001	85998.484
CO2 emissions from liquid fuel consumption (% of total)	2001	62.4723403436532
CO2 emissions from liquid fuel consumption (kt)	2001	238116.645
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	2001	21.958942150476197
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	2001	3.6879395811165
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	2001	23.350029846097897
CO2 emissions from solid fuel consumption (% of total)	2001	12.369398318292902
CO2 emissions from solid fuel consumption (kt)	2001	47146.619
CO2 emissions from transport (% of total fuel combustion)	2001	34.6396408086995
CO2 intensity (kg per kg of oil equivalent energy use)	2001	1.46285678033492
Coal rents (% of GDP)	2001	0.0
Combustible renewables and waste (% of total energy)	2001	4.209697317601741
Compensation of employees (% of expense)	2001	23.0231743927058
Compensation of employees (current LCU)	2001	154535000000.0
Consumer price index (2010 = 100)	2001	85.77266254359809
Container port traffic (TEU: 20 foot equivalent units)	2001	2997774.0
Contributing family workers, female (% of females employed)	2001	2.0
Contributing family workers, male (% of males employed)	2001	0.400000005960464
Contributing family workers, total (% of total employed)	2001	1.1000000238418601
Crop production index (2004-2006 = 100)	2001	95.74
Current education expenditure, primary (% of total expenditure in primary public institutions)	2001	90.9039764404297
Current education expenditure, secondary (% of total expenditure in secondary public institutions)	2001	90.1928176879883
Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)	2001	89.1116790771484
Current education expenditure, total (% of total expenditure in public institutions)	2001	90.9569473266602
Customs and other import duties (% of tax revenue)	2001	0.00203687915195991
Customs and other import duties (current LCU)	2001	7000000.0
Death rate, crude (per 1,000 people)	2001	8.8
DEC alternative conversion factor (LCU per US$)	2001	1.1175
Deposit interest rate (%)	2001	3.0
Discrepancy in expenditure estimate of GDP (constant LCU)	2001	829000000.0
Discrepancy in expenditure estimate of GDP (current LCU)	2001	0.0
Electric power consumption (kWh per capita)	2001	7347.45559995822
Electric power transmission and distribution losses (% of output)	2001	5.615417747271381
Electricity production from coal sources (% of total)	2001	4.3806416730052
Electricity production from hydroelectric sources (% of total)	2001	13.6703292675104
Electricity production from natural gas sources (% of total)	2001	2.7760009530704397
Electricity production from nuclear sources (% of total)	2001	77.1759789591371
Electricity production from oil sources (% of total)	2001	1.09199879033367
Electricity production from oil, gas and coal sources (% of total)	2001	8.24864141640931
Electricity production from renewable sources, excluding hydroelectric (% of total)	2001	0.6361745218610529
Electricity production from renewable sources, excluding hydroelectric (kWh)	2001	3471000000.0
Employers, female (% of employment)	2001	2.0
Employers, male (% of employment)	2001	6.0
Employers, total (% of employment)	2001	4.19999980926514
Employment in agriculture (% of total employment)	2001	4.0
Employment in agriculture, female (% of female employment)	2001	2.79999995231628
Employment in agriculture, male (% of male employment)	2001	5.0
Employment in industry (% of total employment)	2001	26.100000381469698
Employment in industry, female (% of female employment)	2001	14.0
Employment in industry, male (% of male employment)	2001	36.0
Employment in services (% of total employment)	2001	69.90000152587889
Employment in services, female (% of female employment)	2001	83.1999969482422
Employment in services, male (% of male employment)	2001	59.0
Employment to population ratio, 15+, female (%) (modeled ILO estimate)	2001	43.0
Employment to population ratio, 15+, female (%) (national estimate)	2001	43.7000007629395
Employment to population ratio, 15+, male (%) (modeled ILO estimate)	2001	58.0999984741211
Employment to population ratio, 15+, male (%) (national estimate)	2001	58.2999992370605
Employment to population ratio, 15+, total (%) (modeled ILO estimate)	2001	50.2000007629395
Employment to population ratio, 15+, total (%) (national estimate)	2001	50.7000007629395
Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)	2001	24.7000007629395
Employment to population ratio, ages 15-24, female (%) (national estimate)	2001	25.7000007629395
Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)	2001	32.4000015258789
Employment to population ratio, ages 15-24, male (%) (national estimate)	2001	33.0
Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)	2001	28.600000381469698
Employment to population ratio, ages 15-24, total (%) (national estimate)	2001	29.2999992370605
Energy imports, net (% of energy use)	2001	49.3227213377667
Energy intensity level of primary energy (MJ/$2011 PPP GDP)	2001	5.15332475746596
Energy use (kg of oil equivalent per capita)	2001	4246.518323102539
Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)	2001	120.653527336406
Enrolment in primary education, both sexes (number)	2001	3837902.0
Enrolment in secondary education, both sexes (number)	2001	5876047.0
Enrolment in secondary general, both sexes (number)	2001	4414655.0
Enrolment in secondary vocational, both sexes (number)	2001	1461392.0
Expenditure on education as % of total government expenditure (%)	2001	10.5770702362061
Expenditure on primary as % of government expenditure on education (%)	2001	20.1349697113037
Expenditure on secondary as % of government expenditure on education (%)	2001	49.840030670165994
Expenditure on tertiary as % of government expenditure on education (%)	2001	17.6430606842041
Expense (% of GDP)	2001	43.454771339914
Expense (current LCU)	2001	671215000000.0
Export value index (2000 = 100)	2001	98.9526178608
Export volume index (2000 = 100)	2001	99.63524368889999
Exports as a capacity to import (constant LCU)	2001	451557597868.06104
Exports of goods and services (% of GDP)	2001	27.7941822923174
Exports of goods and services (annual % growth)	2001	2.8644683785471297
Exports of goods and services (constant 2005 US$)	2001	529525139713.66705
Exports of goods and services (constant LCU)	2001	449743000000.0
Exports of goods and services (current LCU)	2001	429317000000.0
Exports of goods and services (current US$)	2001	384176286353.46796
External balance on goods and services (% of GDP)	2001	1.2716969576513202
External balance on goods and services (constant LCU)	2001	17057938300.0
External balance on goods and services (current LCU)	2001	19643000000.0
External balance on goods and services (current US$)	2001	17577628635.3468
External resources for health (% of total expenditure on health)	2001	0.0
Female legislators, senior officials and managers (% of total)	2001	35.5112810531767
Fertility rate, total (births per woman)	2001	1.9
Final consumption expenditure (constant 2005 US$)	2001	1591214535049.57
Final consumption expenditure (constant LCU)	2001	1373967000000.0
Final consumption expenditure (current LCU)	2001	1184046000000.0
